id,sentenca,secao,entidade_texto,entidade_label,entidade_start,entidade_end,entidade_score
2219,"Em seu interrogatório, VALERIO FRARES disse que Neco era dono de um bar, que intermediava a mão de obra e a quem os trabalhadores pediam o transporte da sede da fazenda até a cidade, porque não esperam o transporte providenciado pela fazenda ; que fornecia o transporte até Itiquira / MT, mas os empregados não aceitavam, porque queriam ir para Sonora / MS ; que cada trabalhador fazia sua jornada ; que o café começava às 6h ; que o pagamento era por produção ; que eles optavam por almoçar no próprio local de trabalho, porque o clima era melhor ; que não há grota na fazenda, apenas poço artesiano e que tem filtro ; que, quando comprou a propriedade, já havia alojamentos no local ; que eles não aceitavam usar o refeitório ; que não havia trabalho no final de semana, porque tudo parava sábado ao meio dia ; que era proibido o consumo de bebida alcoólica na fazenda ; que LUCAS não tem qualquer relação com os fatos ; que os trabalhadores ligavam na cidade e traziam bebidas e drogas ; que concorda que o alojamento era ruim ; que sempre estava na fazenda, vindo em casa apenas de 15 em 15 dias, e não entende a razão por que dizem que não viam o depoente lá ; que cometeu o erro de levar os trabalhadores até a Fazenda Cachoeira ; que fornecia o café da manhã, o almoço às 11h e o lanche da tarde, às 16h ; que duas cozinheiras trabalhavam fazendo as refeições ; que a qualidade da alimentação era boa e o próprio depoente se alimentava ; que os fiscais do MTE se alimentaram no local ; que os próprios funcionários chamaram o MTE ; que eles jogaram lixo na frente dos barracos e tiraram os equipamento de proteção individual para aparecer assim perante os fiscais do trabalho ; os trabalhadores do corte da madeira optavam por se alimentar na própria frente de trabalho ; que havia água potável em bebedouro filtrado, advinda do poço artesiano ; que, na frente de trabalho de corte, havia um banheiro químico ; que os trabalhadores do carregamento trabalhavam em volta da sede e usavam o banheiro da sede ; que os trabalhadores do corte se distanciavam rapidamente do banheiro instalado ; que o gerente deu muita liberdade aos trabalhadores ; que o depoente também foi relapso na supervisão dos trabalhadores e por isso está sendo processado ; que os fatos relacionados ao alojamento não estão corretos, porque havia",FUNDAMENTACAO,M,LOCAL,285.0,286.0,0.9967
2219,"Em seu interrogatório, VALERIO FRARES disse que Neco era dono de um bar, que intermediava a mão de obra e a quem os trabalhadores pediam o transporte da sede da fazenda até a cidade, porque não esperam o transporte providenciado pela fazenda ; que fornecia o transporte até Itiquira / MT, mas os empregados não aceitavam, porque queriam ir para Sonora / MS ; que cada trabalhador fazia sua jornada ; que o café começava às 6h ; que o pagamento era por produção ; que eles optavam por almoçar no próprio local de trabalho, porque o clima era melhor ; que não há grota na fazenda, apenas poço artesiano e que tem filtro ; que, quando comprou a propriedade, já havia alojamentos no local ; que eles não aceitavam usar o refeitório ; que não havia trabalho no final de semana, porque tudo parava sábado ao meio dia ; que era proibido o consumo de bebida alcoólica na fazenda ; que LUCAS não tem qualquer relação com os fatos ; que os trabalhadores ligavam na cidade e traziam bebidas e drogas ; que concorda que o alojamento era ruim ; que sempre estava na fazenda, vindo em casa apenas de 15 em 15 dias, e não entende a razão por que dizem que não viam o depoente lá ; que cometeu o erro de levar os trabalhadores até a Fazenda Cachoeira ; que fornecia o café da manhã, o almoço às 11h e o lanche da tarde, às 16h ; que duas cozinheiras trabalhavam fazendo as refeições ; que a qualidade da alimentação era boa e o próprio depoente se alimentava ; que os fiscais do MTE se alimentaram no local ; que os próprios funcionários chamaram o MTE ; que eles jogaram lixo na frente dos barracos e tiraram os equipamento de proteção individual para aparecer assim perante os fiscais do trabalho ; os trabalhadores do corte da madeira optavam por se alimentar na própria frente de trabalho ; que havia água potável em bebedouro filtrado, advinda do poço artesiano ; que, na frente de trabalho de corte, havia um banheiro químico ; que os trabalhadores do carregamento trabalhavam em volta da sede e usavam o banheiro da sede ; que os trabalhadores do corte se distanciavam rapidamente do banheiro instalado ; que o gerente deu muita liberdade aos trabalhadores ; que o depoente também foi relapso na supervisão dos trabalhadores e por isso está sendo processado ; que os fatos relacionados ao alojamento não estão corretos, porque havia",FUNDAMENTACAO,##T,LOCAL,286.0,287.0,0.9972
2219,"Em seu interrogatório, VALERIO FRARES disse que Neco era dono de um bar, que intermediava a mão de obra e a quem os trabalhadores pediam o transporte da sede da fazenda até a cidade, porque não esperam o transporte providenciado pela fazenda ; que fornecia o transporte até Itiquira / MT, mas os empregados não aceitavam, porque queriam ir para Sonora / MS ; que cada trabalhador fazia sua jornada ; que o café começava às 6h ; que o pagamento era por produção ; que eles optavam por almoçar no próprio local de trabalho, porque o clima era melhor ; que não há grota na fazenda, apenas poço artesiano e que tem filtro ; que, quando comprou a propriedade, já havia alojamentos no local ; que eles não aceitavam usar o refeitório ; que não havia trabalho no final de semana, porque tudo parava sábado ao meio dia ; que era proibido o consumo de bebida alcoólica na fazenda ; que LUCAS não tem qualquer relação com os fatos ; que os trabalhadores ligavam na cidade e traziam bebidas e drogas ; que concorda que o alojamento era ruim ; que sempre estava na fazenda, vindo em casa apenas de 15 em 15 dias, e não entende a razão por que dizem que não viam o depoente lá ; que cometeu o erro de levar os trabalhadores até a Fazenda Cachoeira ; que fornecia o café da manhã, o almoço às 11h e o lanche da tarde, às 16h ; que duas cozinheiras trabalhavam fazendo as refeições ; que a qualidade da alimentação era boa e o próprio depoente se alimentava ; que os fiscais do MTE se alimentaram no local ; que os próprios funcionários chamaram o MTE ; que eles jogaram lixo na frente dos barracos e tiraram os equipamento de proteção individual para aparecer assim perante os fiscais do trabalho ; os trabalhadores do corte da madeira optavam por se alimentar na própria frente de trabalho ; que havia água potável em bebedouro filtrado, advinda do poço artesiano ; que, na frente de trabalho de corte, havia um banheiro químico ; que os trabalhadores do carregamento trabalhavam em volta da sede e usavam o banheiro da sede ; que os trabalhadores do corte se distanciavam rapidamente do banheiro instalado ; que o gerente deu muita liberdade aos trabalhadores ; que o depoente também foi relapso na supervisão dos trabalhadores e por isso está sendo processado ; que os fatos relacionados ao alojamento não estão corretos, porque havia",FUNDAMENTACAO,Son,LOCAL,345.0,348.0,0.9979
2219,"Em seu interrogatório, VALERIO FRARES disse que Neco era dono de um bar, que intermediava a mão de obra e a quem os trabalhadores pediam o transporte da sede da fazenda até a cidade, porque não esperam o transporte providenciado pela fazenda ; que fornecia o transporte até Itiquira / MT, mas os empregados não aceitavam, porque queriam ir para Sonora / MS ; que cada trabalhador fazia sua jornada ; que o café começava às 6h ; que o pagamento era por produção ; que eles optavam por almoçar no próprio local de trabalho, porque o clima era melhor ; que não há grota na fazenda, apenas poço artesiano e que tem filtro ; que, quando comprou a propriedade, já havia alojamentos no local ; que eles não aceitavam usar o refeitório ; que não havia trabalho no final de semana, porque tudo parava sábado ao meio dia ; que era proibido o consumo de bebida alcoólica na fazenda ; que LUCAS não tem qualquer relação com os fatos ; que os trabalhadores ligavam na cidade e traziam bebidas e drogas ; que concorda que o alojamento era ruim ; que sempre estava na fazenda, vindo em casa apenas de 15 em 15 dias, e não entende a razão por que dizem que não viam o depoente lá ; que cometeu o erro de levar os trabalhadores até a Fazenda Cachoeira ; que fornecia o café da manhã, o almoço às 11h e o lanche da tarde, às 16h ; que duas cozinheiras trabalhavam fazendo as refeições ; que a qualidade da alimentação era boa e o próprio depoente se alimentava ; que os fiscais do MTE se alimentaram no local ; que os próprios funcionários chamaram o MTE ; que eles jogaram lixo na frente dos barracos e tiraram os equipamento de proteção individual para aparecer assim perante os fiscais do trabalho ; os trabalhadores do corte da madeira optavam por se alimentar na própria frente de trabalho ; que havia água potável em bebedouro filtrado, advinda do poço artesiano ; que, na frente de trabalho de corte, havia um banheiro químico ; que os trabalhadores do carregamento trabalhavam em volta da sede e usavam o banheiro da sede ; que os trabalhadores do corte se distanciavam rapidamente do banheiro instalado ; que o gerente deu muita liberdade aos trabalhadores ; que o depoente também foi relapso na supervisão dos trabalhadores e por isso está sendo processado ; que os fatos relacionados ao alojamento não estão corretos, porque havia",FUNDAMENTACAO,##ora,LOCAL,348.0,351.0,0.9982
2219,"Em seu interrogatório, VALERIO FRARES disse que Neco era dono de um bar, que intermediava a mão de obra e a quem os trabalhadores pediam o transporte da sede da fazenda até a cidade, porque não esperam o transporte providenciado pela fazenda ; que fornecia o transporte até Itiquira / MT, mas os empregados não aceitavam, porque queriam ir para Sonora / MS ; que cada trabalhador fazia sua jornada ; que o café começava às 6h ; que o pagamento era por produção ; que eles optavam por almoçar no próprio local de trabalho, porque o clima era melhor ; que não há grota na fazenda, apenas poço artesiano e que tem filtro ; que, quando comprou a propriedade, já havia alojamentos no local ; que eles não aceitavam usar o refeitório ; que não havia trabalho no final de semana, porque tudo parava sábado ao meio dia ; que era proibido o consumo de bebida alcoólica na fazenda ; que LUCAS não tem qualquer relação com os fatos ; que os trabalhadores ligavam na cidade e traziam bebidas e drogas ; que concorda que o alojamento era ruim ; que sempre estava na fazenda, vindo em casa apenas de 15 em 15 dias, e não entende a razão por que dizem que não viam o depoente lá ; que cometeu o erro de levar os trabalhadores até a Fazenda Cachoeira ; que fornecia o café da manhã, o almoço às 11h e o lanche da tarde, às 16h ; que duas cozinheiras trabalhavam fazendo as refeições ; que a qualidade da alimentação era boa e o próprio depoente se alimentava ; que os fiscais do MTE se alimentaram no local ; que os próprios funcionários chamaram o MTE ; que eles jogaram lixo na frente dos barracos e tiraram os equipamento de proteção individual para aparecer assim perante os fiscais do trabalho ; os trabalhadores do corte da madeira optavam por se alimentar na própria frente de trabalho ; que havia água potável em bebedouro filtrado, advinda do poço artesiano ; que, na frente de trabalho de corte, havia um banheiro químico ; que os trabalhadores do carregamento trabalhavam em volta da sede e usavam o banheiro da sede ; que os trabalhadores do corte se distanciavam rapidamente do banheiro instalado ; que o gerente deu muita liberdade aos trabalhadores ; que o depoente também foi relapso na supervisão dos trabalhadores e por isso está sendo processado ; que os fatos relacionados ao alojamento não estão corretos, porque havia",FUNDAMENTACAO,MS,LOCAL,354.0,356.0,0.9957
2219,"Em seu interrogatório, VALERIO FRARES disse que Neco era dono de um bar, que intermediava a mão de obra e a quem os trabalhadores pediam o transporte da sede da fazenda até a cidade, porque não esperam o transporte providenciado pela fazenda ; que fornecia o transporte até Itiquira / MT, mas os empregados não aceitavam, porque queriam ir para Sonora / MS ; que cada trabalhador fazia sua jornada ; que o café começava às 6h ; que o pagamento era por produção ; que eles optavam por almoçar no próprio local de trabalho, porque o clima era melhor ; que não há grota na fazenda, apenas poço artesiano e que tem filtro ; que, quando comprou a propriedade, já havia alojamentos no local ; que eles não aceitavam usar o refeitório ; que não havia trabalho no final de semana, porque tudo parava sábado ao meio dia ; que era proibido o consumo de bebida alcoólica na fazenda ; que LUCAS não tem qualquer relação com os fatos ; que os trabalhadores ligavam na cidade e traziam bebidas e drogas ; que concorda que o alojamento era ruim ; que sempre estava na fazenda, vindo em casa apenas de 15 em 15 dias, e não entende a razão por que dizem que não viam o depoente lá ; que cometeu o erro de levar os trabalhadores até a Fazenda Cachoeira ; que fornecia o café da manhã, o almoço às 11h e o lanche da tarde, às 16h ; que duas cozinheiras trabalhavam fazendo as refeições ; que a qualidade da alimentação era boa e o próprio depoente se alimentava ; que os fiscais do MTE se alimentaram no local ; que os próprios funcionários chamaram o MTE ; que eles jogaram lixo na frente dos barracos e tiraram os equipamento de proteção individual para aparecer assim perante os fiscais do trabalho ; os trabalhadores do corte da madeira optavam por se alimentar na própria frente de trabalho ; que havia água potável em bebedouro filtrado, advinda do poço artesiano ; que, na frente de trabalho de corte, havia um banheiro químico ; que os trabalhadores do carregamento trabalhavam em volta da sede e usavam o banheiro da sede ; que os trabalhadores do corte se distanciavam rapidamente do banheiro instalado ; que o gerente deu muita liberdade aos trabalhadores ; que o depoente também foi relapso na supervisão dos trabalhadores e por isso está sendo processado ; que os fatos relacionados ao alojamento não estão corretos, porque havia",FUNDAMENTACAO,sábado,TEMPO,792.0,798.0,0.7399
2219,"Em seu interrogatório, VALERIO FRARES disse que Neco era dono de um bar, que intermediava a mão de obra e a quem os trabalhadores pediam o transporte da sede da fazenda até a cidade, porque não esperam o transporte providenciado pela fazenda ; que fornecia o transporte até Itiquira / MT, mas os empregados não aceitavam, porque queriam ir para Sonora / MS ; que cada trabalhador fazia sua jornada ; que o café começava às 6h ; que o pagamento era por produção ; que eles optavam por almoçar no próprio local de trabalho, porque o clima era melhor ; que não há grota na fazenda, apenas poço artesiano e que tem filtro ; que, quando comprou a propriedade, já havia alojamentos no local ; que eles não aceitavam usar o refeitório ; que não havia trabalho no final de semana, porque tudo parava sábado ao meio dia ; que era proibido o consumo de bebida alcoólica na fazenda ; que LUCAS não tem qualquer relação com os fatos ; que os trabalhadores ligavam na cidade e traziam bebidas e drogas ; que concorda que o alojamento era ruim ; que sempre estava na fazenda, vindo em casa apenas de 15 em 15 dias, e não entende a razão por que dizem que não viam o depoente lá ; que cometeu o erro de levar os trabalhadores até a Fazenda Cachoeira ; que fornecia o café da manhã, o almoço às 11h e o lanche da tarde, às 16h ; que duas cozinheiras trabalhavam fazendo as refeições ; que a qualidade da alimentação era boa e o próprio depoente se alimentava ; que os fiscais do MTE se alimentaram no local ; que os próprios funcionários chamaram o MTE ; que eles jogaram lixo na frente dos barracos e tiraram os equipamento de proteção individual para aparecer assim perante os fiscais do trabalho ; os trabalhadores do corte da madeira optavam por se alimentar na própria frente de trabalho ; que havia água potável em bebedouro filtrado, advinda do poço artesiano ; que, na frente de trabalho de corte, havia um banheiro químico ; que os trabalhadores do carregamento trabalhavam em volta da sede e usavam o banheiro da sede ; que os trabalhadores do corte se distanciavam rapidamente do banheiro instalado ; que o gerente deu muita liberdade aos trabalhadores ; que o depoente também foi relapso na supervisão dos trabalhadores e por isso está sendo processado ; que os fatos relacionados ao alojamento não estão corretos, porque havia",FUNDAMENTACAO,L,PESSOA,877.0,878.0,0.9975
2219,"Em seu interrogatório, VALERIO FRARES disse que Neco era dono de um bar, que intermediava a mão de obra e a quem os trabalhadores pediam o transporte da sede da fazenda até a cidade, porque não esperam o transporte providenciado pela fazenda ; que fornecia o transporte até Itiquira / MT, mas os empregados não aceitavam, porque queriam ir para Sonora / MS ; que cada trabalhador fazia sua jornada ; que o café começava às 6h ; que o pagamento era por produção ; que eles optavam por almoçar no próprio local de trabalho, porque o clima era melhor ; que não há grota na fazenda, apenas poço artesiano e que tem filtro ; que, quando comprou a propriedade, já havia alojamentos no local ; que eles não aceitavam usar o refeitório ; que não havia trabalho no final de semana, porque tudo parava sábado ao meio dia ; que era proibido o consumo de bebida alcoólica na fazenda ; que LUCAS não tem qualquer relação com os fatos ; que os trabalhadores ligavam na cidade e traziam bebidas e drogas ; que concorda que o alojamento era ruim ; que sempre estava na fazenda, vindo em casa apenas de 15 em 15 dias, e não entende a razão por que dizem que não viam o depoente lá ; que cometeu o erro de levar os trabalhadores até a Fazenda Cachoeira ; que fornecia o café da manhã, o almoço às 11h e o lanche da tarde, às 16h ; que duas cozinheiras trabalhavam fazendo as refeições ; que a qualidade da alimentação era boa e o próprio depoente se alimentava ; que os fiscais do MTE se alimentaram no local ; que os próprios funcionários chamaram o MTE ; que eles jogaram lixo na frente dos barracos e tiraram os equipamento de proteção individual para aparecer assim perante os fiscais do trabalho ; os trabalhadores do corte da madeira optavam por se alimentar na própria frente de trabalho ; que havia água potável em bebedouro filtrado, advinda do poço artesiano ; que, na frente de trabalho de corte, havia um banheiro químico ; que os trabalhadores do carregamento trabalhavam em volta da sede e usavam o banheiro da sede ; que os trabalhadores do corte se distanciavam rapidamente do banheiro instalado ; que o gerente deu muita liberdade aos trabalhadores ; que o depoente também foi relapso na supervisão dos trabalhadores e por isso está sendo processado ; que os fatos relacionados ao alojamento não estão corretos, porque havia",FUNDAMENTACAO,##UC,PESSOA,878.0,880.0,0.9973
2219,"Em seu interrogatório, VALERIO FRARES disse que Neco era dono de um bar, que intermediava a mão de obra e a quem os trabalhadores pediam o transporte da sede da fazenda até a cidade, porque não esperam o transporte providenciado pela fazenda ; que fornecia o transporte até Itiquira / MT, mas os empregados não aceitavam, porque queriam ir para Sonora / MS ; que cada trabalhador fazia sua jornada ; que o café começava às 6h ; que o pagamento era por produção ; que eles optavam por almoçar no próprio local de trabalho, porque o clima era melhor ; que não há grota na fazenda, apenas poço artesiano e que tem filtro ; que, quando comprou a propriedade, já havia alojamentos no local ; que eles não aceitavam usar o refeitório ; que não havia trabalho no final de semana, porque tudo parava sábado ao meio dia ; que era proibido o consumo de bebida alcoólica na fazenda ; que LUCAS não tem qualquer relação com os fatos ; que os trabalhadores ligavam na cidade e traziam bebidas e drogas ; que concorda que o alojamento era ruim ; que sempre estava na fazenda, vindo em casa apenas de 15 em 15 dias, e não entende a razão por que dizem que não viam o depoente lá ; que cometeu o erro de levar os trabalhadores até a Fazenda Cachoeira ; que fornecia o café da manhã, o almoço às 11h e o lanche da tarde, às 16h ; que duas cozinheiras trabalhavam fazendo as refeições ; que a qualidade da alimentação era boa e o próprio depoente se alimentava ; que os fiscais do MTE se alimentaram no local ; que os próprios funcionários chamaram o MTE ; que eles jogaram lixo na frente dos barracos e tiraram os equipamento de proteção individual para aparecer assim perante os fiscais do trabalho ; os trabalhadores do corte da madeira optavam por se alimentar na própria frente de trabalho ; que havia água potável em bebedouro filtrado, advinda do poço artesiano ; que, na frente de trabalho de corte, havia um banheiro químico ; que os trabalhadores do carregamento trabalhavam em volta da sede e usavam o banheiro da sede ; que os trabalhadores do corte se distanciavam rapidamente do banheiro instalado ; que o gerente deu muita liberdade aos trabalhadores ; que o depoente também foi relapso na supervisão dos trabalhadores e por isso está sendo processado ; que os fatos relacionados ao alojamento não estão corretos, porque havia",FUNDAMENTACAO,##AS,PESSOA,880.0,882.0,0.9971
2219,"Em seu interrogatório, VALERIO FRARES disse que Neco era dono de um bar, que intermediava a mão de obra e a quem os trabalhadores pediam o transporte da sede da fazenda até a cidade, porque não esperam o transporte providenciado pela fazenda ; que fornecia o transporte até Itiquira / MT, mas os empregados não aceitavam, porque queriam ir para Sonora / MS ; que cada trabalhador fazia sua jornada ; que o café começava às 6h ; que o pagamento era por produção ; que eles optavam por almoçar no próprio local de trabalho, porque o clima era melhor ; que não há grota na fazenda, apenas poço artesiano e que tem filtro ; que, quando comprou a propriedade, já havia alojamentos no local ; que eles não aceitavam usar o refeitório ; que não havia trabalho no final de semana, porque tudo parava sábado ao meio dia ; que era proibido o consumo de bebida alcoólica na fazenda ; que LUCAS não tem qualquer relação com os fatos ; que os trabalhadores ligavam na cidade e traziam bebidas e drogas ; que concorda que o alojamento era ruim ; que sempre estava na fazenda, vindo em casa apenas de 15 em 15 dias, e não entende a razão por que dizem que não viam o depoente lá ; que cometeu o erro de levar os trabalhadores até a Fazenda Cachoeira ; que fornecia o café da manhã, o almoço às 11h e o lanche da tarde, às 16h ; que duas cozinheiras trabalhavam fazendo as refeições ; que a qualidade da alimentação era boa e o próprio depoente se alimentava ; que os fiscais do MTE se alimentaram no local ; que os próprios funcionários chamaram o MTE ; que eles jogaram lixo na frente dos barracos e tiraram os equipamento de proteção individual para aparecer assim perante os fiscais do trabalho ; os trabalhadores do corte da madeira optavam por se alimentar na própria frente de trabalho ; que havia água potável em bebedouro filtrado, advinda do poço artesiano ; que, na frente de trabalho de corte, havia um banheiro químico ; que os trabalhadores do carregamento trabalhavam em volta da sede e usavam o banheiro da sede ; que os trabalhadores do corte se distanciavam rapidamente do banheiro instalado ; que o gerente deu muita liberdade aos trabalhadores ; que o depoente também foi relapso na supervisão dos trabalhadores e por isso está sendo processado ; que os fatos relacionados ao alojamento não estão corretos, porque havia",FUNDAMENTACAO,Fazenda Cachoeira,LOCAL,1217.0,1234.0,0.9946
2219,"Em seu interrogatório, VALERIO FRARES disse que Neco era dono de um bar, que intermediava a mão de obra e a quem os trabalhadores pediam o transporte da sede da fazenda até a cidade, porque não esperam o transporte providenciado pela fazenda ; que fornecia o transporte até Itiquira / MT, mas os empregados não aceitavam, porque queriam ir para Sonora / MS ; que cada trabalhador fazia sua jornada ; que o café começava às 6h ; que o pagamento era por produção ; que eles optavam por almoçar no próprio local de trabalho, porque o clima era melhor ; que não há grota na fazenda, apenas poço artesiano e que tem filtro ; que, quando comprou a propriedade, já havia alojamentos no local ; que eles não aceitavam usar o refeitório ; que não havia trabalho no final de semana, porque tudo parava sábado ao meio dia ; que era proibido o consumo de bebida alcoólica na fazenda ; que LUCAS não tem qualquer relação com os fatos ; que os trabalhadores ligavam na cidade e traziam bebidas e drogas ; que concorda que o alojamento era ruim ; que sempre estava na fazenda, vindo em casa apenas de 15 em 15 dias, e não entende a razão por que dizem que não viam o depoente lá ; que cometeu o erro de levar os trabalhadores até a Fazenda Cachoeira ; que fornecia o café da manhã, o almoço às 11h e o lanche da tarde, às 16h ; que duas cozinheiras trabalhavam fazendo as refeições ; que a qualidade da alimentação era boa e o próprio depoente se alimentava ; que os fiscais do MTE se alimentaram no local ; que os próprios funcionários chamaram o MTE ; que eles jogaram lixo na frente dos barracos e tiraram os equipamento de proteção individual para aparecer assim perante os fiscais do trabalho ; os trabalhadores do corte da madeira optavam por se alimentar na própria frente de trabalho ; que havia água potável em bebedouro filtrado, advinda do poço artesiano ; que, na frente de trabalho de corte, havia um banheiro químico ; que os trabalhadores do carregamento trabalhavam em volta da sede e usavam o banheiro da sede ; que os trabalhadores do corte se distanciavam rapidamente do banheiro instalado ; que o gerente deu muita liberdade aos trabalhadores ; que o depoente também foi relapso na supervisão dos trabalhadores e por isso está sendo processado ; que os fatos relacionados ao alojamento não estão corretos, porque havia",FUNDAMENTACAO,M,ORGANIZACAO,1463.0,1464.0,0.99
2219,"Em seu interrogatório, VALERIO FRARES disse que Neco era dono de um bar, que intermediava a mão de obra e a quem os trabalhadores pediam o transporte da sede da fazenda até a cidade, porque não esperam o transporte providenciado pela fazenda ; que fornecia o transporte até Itiquira / MT, mas os empregados não aceitavam, porque queriam ir para Sonora / MS ; que cada trabalhador fazia sua jornada ; que o café começava às 6h ; que o pagamento era por produção ; que eles optavam por almoçar no próprio local de trabalho, porque o clima era melhor ; que não há grota na fazenda, apenas poço artesiano e que tem filtro ; que, quando comprou a propriedade, já havia alojamentos no local ; que eles não aceitavam usar o refeitório ; que não havia trabalho no final de semana, porque tudo parava sábado ao meio dia ; que era proibido o consumo de bebida alcoólica na fazenda ; que LUCAS não tem qualquer relação com os fatos ; que os trabalhadores ligavam na cidade e traziam bebidas e drogas ; que concorda que o alojamento era ruim ; que sempre estava na fazenda, vindo em casa apenas de 15 em 15 dias, e não entende a razão por que dizem que não viam o depoente lá ; que cometeu o erro de levar os trabalhadores até a Fazenda Cachoeira ; que fornecia o café da manhã, o almoço às 11h e o lanche da tarde, às 16h ; que duas cozinheiras trabalhavam fazendo as refeições ; que a qualidade da alimentação era boa e o próprio depoente se alimentava ; que os fiscais do MTE se alimentaram no local ; que os próprios funcionários chamaram o MTE ; que eles jogaram lixo na frente dos barracos e tiraram os equipamento de proteção individual para aparecer assim perante os fiscais do trabalho ; os trabalhadores do corte da madeira optavam por se alimentar na própria frente de trabalho ; que havia água potável em bebedouro filtrado, advinda do poço artesiano ; que, na frente de trabalho de corte, havia um banheiro químico ; que os trabalhadores do carregamento trabalhavam em volta da sede e usavam o banheiro da sede ; que os trabalhadores do corte se distanciavam rapidamente do banheiro instalado ; que o gerente deu muita liberdade aos trabalhadores ; que o depoente também foi relapso na supervisão dos trabalhadores e por isso está sendo processado ; que os fatos relacionados ao alojamento não estão corretos, porque havia",FUNDAMENTACAO,##TE,ORGANIZACAO,1464.0,1466.0,0.9865
2219,"Em seu interrogatório, VALERIO FRARES disse que Neco era dono de um bar, que intermediava a mão de obra e a quem os trabalhadores pediam o transporte da sede da fazenda até a cidade, porque não esperam o transporte providenciado pela fazenda ; que fornecia o transporte até Itiquira / MT, mas os empregados não aceitavam, porque queriam ir para Sonora / MS ; que cada trabalhador fazia sua jornada ; que o café começava às 6h ; que o pagamento era por produção ; que eles optavam por almoçar no próprio local de trabalho, porque o clima era melhor ; que não há grota na fazenda, apenas poço artesiano e que tem filtro ; que, quando comprou a propriedade, já havia alojamentos no local ; que eles não aceitavam usar o refeitório ; que não havia trabalho no final de semana, porque tudo parava sábado ao meio dia ; que era proibido o consumo de bebida alcoólica na fazenda ; que LUCAS não tem qualquer relação com os fatos ; que os trabalhadores ligavam na cidade e traziam bebidas e drogas ; que concorda que o alojamento era ruim ; que sempre estava na fazenda, vindo em casa apenas de 15 em 15 dias, e não entende a razão por que dizem que não viam o depoente lá ; que cometeu o erro de levar os trabalhadores até a Fazenda Cachoeira ; que fornecia o café da manhã, o almoço às 11h e o lanche da tarde, às 16h ; que duas cozinheiras trabalhavam fazendo as refeições ; que a qualidade da alimentação era boa e o próprio depoente se alimentava ; que os fiscais do MTE se alimentaram no local ; que os próprios funcionários chamaram o MTE ; que eles jogaram lixo na frente dos barracos e tiraram os equipamento de proteção individual para aparecer assim perante os fiscais do trabalho ; os trabalhadores do corte da madeira optavam por se alimentar na própria frente de trabalho ; que havia água potável em bebedouro filtrado, advinda do poço artesiano ; que, na frente de trabalho de corte, havia um banheiro químico ; que os trabalhadores do carregamento trabalhavam em volta da sede e usavam o banheiro da sede ; que os trabalhadores do corte se distanciavam rapidamente do banheiro instalado ; que o gerente deu muita liberdade aos trabalhadores ; que o depoente também foi relapso na supervisão dos trabalhadores e por isso está sendo processado ; que os fatos relacionados ao alojamento não estão corretos, porque havia",FUNDAMENTACAO,M,ORGANIZACAO,1533.0,1534.0,0.9827
2219,"Em seu interrogatório, VALERIO FRARES disse que Neco era dono de um bar, que intermediava a mão de obra e a quem os trabalhadores pediam o transporte da sede da fazenda até a cidade, porque não esperam o transporte providenciado pela fazenda ; que fornecia o transporte até Itiquira / MT, mas os empregados não aceitavam, porque queriam ir para Sonora / MS ; que cada trabalhador fazia sua jornada ; que o café começava às 6h ; que o pagamento era por produção ; que eles optavam por almoçar no próprio local de trabalho, porque o clima era melhor ; que não há grota na fazenda, apenas poço artesiano e que tem filtro ; que, quando comprou a propriedade, já havia alojamentos no local ; que eles não aceitavam usar o refeitório ; que não havia trabalho no final de semana, porque tudo parava sábado ao meio dia ; que era proibido o consumo de bebida alcoólica na fazenda ; que LUCAS não tem qualquer relação com os fatos ; que os trabalhadores ligavam na cidade e traziam bebidas e drogas ; que concorda que o alojamento era ruim ; que sempre estava na fazenda, vindo em casa apenas de 15 em 15 dias, e não entende a razão por que dizem que não viam o depoente lá ; que cometeu o erro de levar os trabalhadores até a Fazenda Cachoeira ; que fornecia o café da manhã, o almoço às 11h e o lanche da tarde, às 16h ; que duas cozinheiras trabalhavam fazendo as refeições ; que a qualidade da alimentação era boa e o próprio depoente se alimentava ; que os fiscais do MTE se alimentaram no local ; que os próprios funcionários chamaram o MTE ; que eles jogaram lixo na frente dos barracos e tiraram os equipamento de proteção individual para aparecer assim perante os fiscais do trabalho ; os trabalhadores do corte da madeira optavam por se alimentar na própria frente de trabalho ; que havia água potável em bebedouro filtrado, advinda do poço artesiano ; que, na frente de trabalho de corte, havia um banheiro químico ; que os trabalhadores do carregamento trabalhavam em volta da sede e usavam o banheiro da sede ; que os trabalhadores do corte se distanciavam rapidamente do banheiro instalado ; que o gerente deu muita liberdade aos trabalhadores ; que o depoente também foi relapso na supervisão dos trabalhadores e por isso está sendo processado ; que os fatos relacionados ao alojamento não estão corretos, porque havia",FUNDAMENTACAO,##TE,ORGANIZACAO,1534.0,1536.0,0.9755
